Timestamp,Pickup Postcode,Dropoff Postcode,Distance (km),Duration (minutes),Fare Amount (£),Tip (%),Tip Amount (£),Total Amount (£),Payment Type,Passenger Count
2024-02-15 04:13:14,G523LU,G213BP,15.269,34.57,28.07,0.0%,0.0,28.07,Card,1
2024-02-15 06:15:38,G414RD,G37TH,7.239,13.1,13.36,0.0%,0.0,13.36,Card,1
2024-02-15 06:30:09,G401DA,G213DD,6.74,17.78,14.64,5.0%,0.73,15.37,Card,1
2024-02-15 06:43:34,G59XU,G140UG,7.787,13.05,13.75,0.0%,0.0,13.75,Cash,1
2024-02-15 07:10:41,G29TU,G524PX,10.883,14.58,16.61,15.0%,2.49,19.1,Card,1
2024-02-15 07:22:20,G311QG,G21PJ,2.919,12.5,9.91,0.0%,0.0,9.91,Cash,2
2024-02-15 07:24:50,G134PP,G40UT,10.023,29.12,21.11,10.0%,2.11,23.22,Card,1
2024-02-15 07:27:37,G427AS,G200JJ,7.986,20.25,16.44,0.0%,0.0,17.26,Cash,2
2024-02-15 07:59:07,G312QT,G11RE,2.061,17.98,11.2,5.0%,0.56,11.76,Card,2
2024-02-15 09:07:10,G521DP,G521JS,2.058,5.22,6.69,5.0%,0.33,7.02,Card,2
2024-02-15 09:17:25,G149XG,G149QZ,0.564,1.8,4.36,10.0%,0.44,4.8,Card,1
2024-02-15 09:21:14,G403GZ,G414BH,9.141,14.72,15.36,10.0%,1.54,16.9,Card,1
2024-02-15 09:28:20,G207EN,G512QJ,9.301,15.67,15.81,15.0%,2.37,18.18,Card,1
2024-02-15 09:29:10,G140DF,G212QY,11.049,23.75,19.98,5.0%,1.0,20.98,Card,2
2024-02-15 09:30:37,G208JL,G131YH,4.794,11.2,10.85,5.0%,0.54,11.39,Card,2
2024-02-15 09:33:17,G120QA,G214JH,7.02,32.82,20.16,0.0%,0.0,20.16,Cash,1
2024-02-15 09:48:12,G403LF,G25SE,5.075,17.53,13.3,0.0%,0.0,13.3,Card,1
2024-02-15 09:59:03,G428DN,G129ES,9.572,19.62,17.41,0.0%,0.0,17.41,Cash,1
2024-02-15 10:03:26,G226RU,G24LY,4.68,13.23,11.48,0.0%,0.0,11.48,Card,1
2024-02-15 10:33:05,G312JN,G521LL,10.942,13.85,16.4,5.0%,0.82,17.22,Card,1
2024-02-15 10:53:35,G514GA,G40NP,11.289,25.45,20.76,5.0%,1.04,21.8,Card,2
2024-02-15 10:59:32,G415HF,G513JH,3.069,6.55,7.92,5.0%,0.4,8.32,Card,1
2024-02-15 11:03:54,G59DS,G58EN,0.768,3.38,5.07,0.0%,0.0,5.07,Card,1
2024-02-15 11:18:19,G513DG,G132QP,6.288,14.2,13.03,5.0%,0.65,13.68,Card,2
2024-02-15 11:22:52,G521NS,G429PR,4.398,12.43,10.99,0.0%,0.0,12.09,Cash,1
2024-02-15 12:35:07,G120PX,G117LN,2.045,5.57,6.8,0.0%,0.0,6.8,Cash,3
2024-02-15 12:40:20,G315JT,G120TL,9.592,21.92,18.24,10.0%,1.82,20.06,Card,1
2024-02-15 12:43:55,G213QS,G413QZ,14.706,21.88,22.06,5.0%,1.1,23.16,Card,3
2024-02-15 13:10:25,G513EL,G24JL,6.597,11.22,12.21,0.0%,0.0,14.04,Unknown,2
2024-02-15 13:37:30,G235LY,G131XQ,4.522,11.68,10.82,0.0%,0.0,10.82,Card,2
2024-02-15 14:09:26,G314RG,G522AZ,15.873,17.85,21.51,0.0%,0.0,21.51,Card,1
2024-02-15 14:21:25,G523JB,G314SE,14.482,17.88,20.48,0.0%,0.0,20.48,Card,2
2024-02-15 14:51:22,G116BW,G117ST,1.033,3.8,5.42,10.0%,0.54,5.96,Card,1
2024-02-15 15:12:58,G11GA,G514SH,9.732,16.32,16.37,15.0%,2.46,18.83,Card,1
2024-02-15 15:21:42,G25RZ,G37XH,1.165,4.48,5.76,5.0%,0.29,6.05,Card,2
2024-02-15 15:31:29,G214JY,G12PT,4.591,13.03,11.35,0.0%,0.0,11.92,Unknown,1
2024-02-15 15:58:45,G429AH,G413AF,1.519,4.88,6.16,10.0%,0.62,6.78,Card,2
2024-02-15 16:03:15,G522SG,G128RH,8.263,18.45,16.02,0.0%,0.0,16.02,Cash,1
2024-02-15 16:32:00,G235JA,G227RL,4.806,8.72,9.99,0.0%,0.0,9.99,Card,1
2024-02-15 17:41:24,G209LU,G149AR,7.045,17.32,14.7,5.0%,0.74,15.44,Card,2
2024-02-15 17:46:16,G157NR,G521JJ,12.147,22.73,20.44,0.0%,0.0,20.44,Card,1
2024-02-15 17:47:13,G428AY,G414PG,3.387,10.92,9.7,0.0%,0.0,9.7,Unknown,2
2024-02-15 17:52:37,G226NZ,G212FF,5.084,13.58,11.91,0.0%,0.0,11.91,Card,1
2024-02-15 18:30:28,G514AW,G59JE,6.015,11.02,11.7,5.0%,0.58,12.28,Card,1
2024-02-15 18:35:48,G524AR,G115PP,8.052,17.32,15.46,0.0%,0.0,15.46,Card,1
2024-02-15 18:36:58,G523LQ,G116BP,7.499,15.2,14.29,0.0%,0.0,14.29,Card,2
2024-02-15 18:45:57,G429UY,G128QW,7.576,19.7,15.94,0.0%,0.0,15.94,Cash,2
2024-02-15 18:51:21,G227QY,G128HL,5.448,12.87,11.93,5.0%,0.6,12.53,Card,1
2024-02-15 18:56:30,G129XZ,G116SQ,2.419,8.25,8.03,0.0%,0.0,8.03,Card,2
2024-02-15 18:56:50,G22LD,G315DA,6.874,19.83,15.46,0.0%,0.0,16.23,Unknown,1
2024-02-15 19:13:36,G158SY,G313NF,13.226,35.0,25.59,0.0%,0.0,25.59,Cash,2
2024-02-15 19:18:03,G15HB,G40PF,2.643,10.78,9.09,0.0%,0.0,9.09,Unknown,2
2024-02-15 19:19:14,G512QE,G413PX,5.646,13.98,12.47,0.0%,0.0,12.47,Card,2
2024-02-15 19:22:54,G15HD,G200RB,7.07,22.63,16.6,0.0%,0.0,16.6,Card,1
2024-02-15 19:38:29,G420DF,G131AX,14.955,23.03,22.65,0.0%,0.0,26.05,Cash,2
2024-02-15 19:48:42,G140BL,G312AQ,9.553,21.57,18.09,0.0%,0.0,18.09,Card,1
2024-02-15 19:49:10,G402SN,G411QP,4.667,13.03,11.4,0.0%,0.0,11.97,Cash,1
2024-02-15 19:52:47,G413NF,G401HF,5.113,15.65,12.66,0.0%,0.0,12.66,Card,1
2024-02-15 19:53:46,G24NA,G12PF,4.296,17.23,12.61,0.0%,0.0,14.5,Cash,2
2024-02-15 20:10:54,G26AH,G523NY,11.878,15.25,17.6,0.0%,0.0,17.6,Card,2
2024-02-15 20:15:39,G149QL,G131QA,2.033,5.83,6.88,0.0%,0.0,6.88,Unknown,1
2024-02-15 20:50:09,G235QR,G312HQ,8.2,22.45,17.38,0.0%,0.0,17.38,Card,1
2024-02-15 20:52:00,G513DB,G156LB,7.779,16.42,14.94,0.0%,0.0,14.94,Card,1
2024-02-15 21:07:16,G315AR,G15BX,4.578,11.92,10.95,10.0%,1.1,12.05,Card,2
2024-02-15 21:10:13,G404SF,G413XJ,5.988,17.48,13.97,0.0%,0.0,13.97,Cash,1
2024-02-15 21:21:08,G28HS,G401HE,3.071,9.05,8.8,0.0%,0.0,8.8,Cash,1
2024-02-15 21:41:22,G514LW,G49PW,8.307,15.65,15.06,0.0%,0.0,15.06,Unknown,2
2024-02-15 21:50:20,G13DS,G523DJ,7.758,14.72,14.32,5.0%,0.72,15.04,Card,2
2024-02-15 21:53:58,G208EH,G22AA,4.344,14.32,11.62,0.0%,0.0,11.62,Card,2
2024-02-15 22:00:37,G214XZ,G225BF,4.022,9.15,9.55,0.0%,0.0,9.55,Card,1
2024-02-15 22:01:16,G37HF,G133EX,7.492,13.7,13.76,0.0%,0.0,13.76,Cash,1
2024-02-15 22:06:27,G513AL,G134LJ,7.627,15.47,14.49,10.0%,1.45,15.94,Card,2
2024-02-15 22:07:22,G313RZ,G131TX,12.604,16.45,18.57,0.0%,0.0,18.57,Card,2
2024-02-15 22:28:05,G428ES,G158AP,15.215,26.03,23.91,0.0%,0.0,23.91,Card,2
2024-02-15 22:43:05,G115RE,G200HP,4.668,12.3,11.15,5.0%,0.56,11.71,Card,2
2024-02-15 22:46:14,G200TF,G415AR,9.52,18.98,17.15,0.0%,0.0,17.15,Card,1
2024-02-15 23:05:50,G115PJ,G235NG,5.532,13.65,13.37,0.0%,0.0,13.37,Card,1
2024-02-15 23:07:36,G214NP,G213HP,1.026,2.45,6.04,0.0%,0.0,6.04,Card,1
2024-02-15 23:09:40,G27AH,G49ET,1.715,6.23,7.89,0.0%,0.0,7.89,Card,2
2024-02-15 23:09:52,G415EQ,G206RN,6.427,18.4,15.72,0.0%,0.0,15.72,Card,1
2024-02-15 23:21:57,G225HW,G133LF,7.833,21.05,17.71,0.0%,0.0,17.71,Card,1
2024-02-15 23:25:47,G211SF,G208BU,5.162,12.45,12.67,0.0%,0.0,13.3,Cash,1
2024-02-15 23:38:18,G213SZ,G511QD,12.181,16.85,19.49,0.0%,0.0,19.49,Card,1
2024-02-15 23:39:22,G314HR,G131SR,14.032,23.23,23.13,0.0%,0.0,23.13,Card,1
2024-02-15 23:52:21,G428AN,G429TB,2.293,6.47,8.41,15.0%,1.26,9.67,Card,1
2024-02-16 00:18:12,G427HA,G38HA,3.445,10.83,10.81,0.0%,0.0,10.81,Card,2
2024-02-16 00:27:41,G149DP,G429DA,12.314,18.25,20.08,0.0%,0.0,20.08,Unknown,2
2024-02-16 00:42:11,G415DR,G133TS,11.758,21.05,20.66,0.0%,0.0,20.66,Cash,2
2024-02-16 00:55:54,G413UG,G212LA,6.74,24.08,17.96,0.0%,0.0,17.96,Cash,1
2024-02-16 03:39:01,G129ZN,G523JU,7.38,17.12,15.98,0.0%,0.0,15.98,Unknown,1
2024-02-16 04:46:22,G13BX,G133PP,8.842,18.53,17.58,5.0%,0.88,18.46,Card,2
2024-02-16 04:54:57,G511JQ,G401NQ,4.137,11.67,11.63,5.0%,0.58,12.21,Card,1
2024-02-16 05:27:52,G128RX,G116RD,2.684,8.8,9.52,0.0%,0.0,9.52,Cash,2
2024-02-16 05:38:31,G235DW,G140TW,7.412,18.75,16.58,5.0%,0.83,17.41,Card,1
2024-02-16 06:12:16,G49AJ,G156SQ,7.613,19.6,15.94,0.0%,0.0,15.94,Card,1
2024-02-16 06:20:19,G24DT,G157PS,12.765,23.07,21.03,0.0%,0.0,21.03,Card,1
2024-02-16 06:21:40,G120PG,G128HZ,2.215,9.62,8.36,0.0%,0.0,8.36,Card,1
2024-02-16 06:42:06,G37BY,G120DF,4.591,13.85,11.64,0.0%,0.0,11.64,Card,1
2024-02-16 06:44:04,G40XX,G115LX,5.834,23.38,15.94,0.0%,0.0,15.94,Card,1
2024-02-16 06:50:52,G129AX,G225QQ,3.862,11.77,10.36,15.0%,1.55,11.91,Card,1
2024-02-16 07:18:36,G38UJ,G115NJ,2.535,18.93,11.89,0.0%,0.0,11.89,Card,2
2024-02-16 07:21:01,G128BS,G13HA,4.561,25.67,15.79,0.0%,0.0,15.79,Card,1
2024-02-16 07:25:21,G37DR,G158DS,12.67,32.58,24.31,0.0%,0.0,24.31,Card,1
2024-02-16 07:27:07,G38RS,G511BW,2.43,18.23,11.56,0.0%,0.0,11.56,Card,2
2024-02-16 07:28:25,G428RA,G129ER,6.929,31.68,19.69,5.0%,0.98,20.67,Card,1
2024-02-16 07:42:08,G129JP,G50RQ,6.675,30.32,19.02,0.0%,0.0,19.97,Unknown,2
2024-02-16 07:43:08,G514AG,G37YL,7.236,24.72,17.46,10.0%,1.75,19.21,Card,1
2024-02-16 08:05:43,G129PB,G115NP,2.044,14.78,10.06,0.0%,0.0,10.06,Card,2
2024-02-16 08:06:39,G115RT,G12TE,5.068,28.18,17.06,5.0%,0.85,17.91,Card,1
2024-02-16 08:23:03,G134BG,G133QH,1.898,16.87,10.68,5.0%,0.53,11.21,Card,1
2024-02-16 08:38:57,G133YF,G312LU,11.702,39.65,26.09,0.0%,0.0,26.09,Cash,2
2024-02-16 08:47:01,G27AT,G420JQ,6.6,20.77,15.59,0.0%,0.0,15.59,Card,2
2024-02-16 08:50:04,G513AJ,G429UR,6.7,25.23,17.24,0.0%,0.0,17.24,Unknown,1
2024-02-16 08:52:11,G314TL,G514RA,12.88,28.25,22.94,0.0%,0.0,22.94,Cash,1
2024-02-16 08:56:14,G312TD,G226BL,4.916,21.18,14.47,0.0%,0.0,14.47,Card,2
2024-02-16 08:56:43,G21AR,G403BT,4.918,26.83,16.47,0.0%,0.0,16.47,Unknown,1
2024-02-16 09:06:22,G209TW,G511NZ,7.069,28.43,18.65,0.0%,0.0,18.65,Cash,2
2024-02-16 09:10:53,G412LG,G524AZ,10.145,24.08,19.42,0.0%,0.0,19.42,Card,1
2024-02-16 09:35:18,G21HY,G511DZ,3.614,27.02,15.56,0.0%,0.0,15.56,Card,2
2024-02-16 09:39:05,G128BH,G134DG,6.995,26.03,17.74,0.0%,0.0,17.74,Unknown,1
2024-02-16 09:55:40,G312XE,G37DX,6.026,22.3,15.7,5.0%,0.78,16.48,Card,2
2024-02-16 11:02:51,G429RQ,G403HJ,6.075,16.5,13.69,5.0%,0.68,14.37,Card,1
2024-02-16 11:06:24,G120TW,G133SF,4.185,11.42,10.47,0.0%,0.0,10.47,Cash,2
2024-02-16 11:11:40,G208NH,G149NX,5.225,12.5,11.64,0.0%,0.0,11.64,Unknown,2
2024-02-16 11:23:39,G213NU,G149UY,12.668,17.85,19.11,5.0%,0.96,20.07,Card,2
2024-02-16 11:37:45,G211NA,G523NY,17.125,22.32,24.03,0.0%,0.0,24.03,Card,1
2024-02-16 11:42:20,G428YU,G132NZ,11.335,21.22,19.3,5.0%,0.97,20.27,Card,2
2024-02-16 11:44:53,G49UE,G213UG,4.167,9.58,9.81,0.0%,0.0,10.3,Cash,1
2024-02-16 11:57:51,G411QS,G514RS,7.861,10.57,12.93,10.0%,1.29,14.22,Card,1
2024-02-16 12:27:41,G511BZ,G129PR,7.417,16.23,14.6,15.0%,2.19,16.79,Card,1
2024-02-16 12:54:02,G157ES,G117PF,7.173,15.98,14.33,0.0%,0.0,15.05,Unknown,1
2024-02-16 13:04:04,G131YD,G211AE,10.66,20.52,18.55,0.0%,0.0,18.55,Card,2
2024-02-16 13:13:15,G402NS,G58BA,3.497,11.78,10.09,0.0%,0.0,10.09,Unknown,1
2024-02-16 13:21:02,G133DY,G133RW,0.944,2.98,5.06,0.0%,0.0,5.06,Card,2
2024-02-16 13:28:07,G235HY,G207UJ,4.319,10.48,10.24,0.0%,0.0,10.24,Card,1
2024-02-16 13:40:02,G157RJ,G311EQ,13.142,32.1,24.5,5.0%,1.23,25.73,Card,2
2024-02-16 13:46:57,G209ET,G428SL,9.032,20.82,17.43,0.0%,0.0,17.43,Card,2
2024-02-16 14:12:10,G412DH,G120BU,8.934,24.97,18.82,5.0%,0.94,19.76,Card,1
2024-02-16 14:16:50,G429AZ,G207JY,7.427,20.77,16.21,0.0%,0.0,16.21,Unknown,1
2024-02-16 14:23:06,G12TE,G521SN,8.577,14.68,14.92,5.0%,0.75,15.67,Card,1
2024-02-16 14:25:36,G511TY,G523JJ,3.773,10.27,9.76,0.0%,0.0,9.76,Card,1
2024-02-16 15:19:41,G513RQ,G156HD,8.396,15.52,15.08,0.0%,0.0,15.08,Card,1
2024-02-16 15:31:24,G131GB,G208RH,4.644,12.82,11.31,0.0%,0.0,11.31,Card,1
2024-02-16 15:32:32,G227RL,G129NJ,6.357,18.32,14.54,0.0%,0.0,14.54,Card,1
2024-02-16 16:10:35,G513NW,G36PL,7.371,23.45,17.11,0.0%,0.0,17.11,Card,2
2024-02-16 16:10:55,G514RB,G428PL,6.482,26.25,17.44,0.0%,0.0,18.31,Unknown,2
2024-02-16 16:37:26,G313PY,G214LS,5.577,25.58,16.52,0.0%,0.0,16.52,Unknown,2
2024-02-16 16:47:56,G50WD,G208SF,7.185,29.38,19.07,0.0%,0.0,19.07,Card,2
2024-02-16 16:59:02,G235BY,G129PW,5.414,25.3,16.3,0.0%,0.0,16.3,Card,2
2024-02-16 17:05:26,G36AN,G403TA,6.301,25.8,17.14,0.0%,0.0,17.14,Card,1
2024-02-16 17:15:44,G415EQ,G428NA,1.652,14.82,9.78,10.0%,0.98,10.76,Card,1
2024-02-16 17:19:15,G211EQ,G149LZ,10.955,24.52,20.18,5.0%,1.01,21.19,Card,1
2024-02-16 17:22:29,G206DB,G227LP,5.08,23.58,15.44,5.0%,0.77,16.21,Card,2
2024-02-16 17:28:30,G133EP,G313RP,14.619,37.75,27.6,0.0%,0.0,27.6,Card,2
2024-02-16 17:29:13,G140SA,G128YN,3.131,19.8,12.64,0.0%,0.0,12.64,Card,2
2024-02-16 17:47:53,G37HR,G429PY,8.788,24.5,18.55,5.0%,0.93,19.48,Card,1
2024-02-16 18:03:09,G411AU,G24DQ,4.021,17.38,12.46,0.0%,0.0,13.08,Cash,1
2024-02-16 18:07:01,G120EB,G117JL,2.607,16.53,11.1,5.0%,0.56,11.66,Card,2
2024-02-16 18:07:34,G120EQ,G521AF,7.613,22.47,16.95,0.0%,0.0,17.8,Unknown,2
2024-02-16 18:17:27,G58BA,G209EX,5.947,23.72,16.14,15.0%,2.42,18.56,Card,1
2024-02-16 18:21:26,G156QP,G149ER,3.901,15.62,11.74,0.0%,0.0,11.74,Unknown,1
2024-02-16 18:40:47,G521RT,G28JX,7.298,25.38,17.74,0.0%,0.0,17.74,Card,1
2024-02-16 18:50:00,G149YA,G207YE,8.537,24.6,18.39,0.0%,0.0,18.39,Cash,3
2024-02-16 19:16:14,G120HB,G40DU,6.067,17.52,14.04,0.0%,0.0,14.04,Card,1
2024-02-16 19:26:09,G157YH,G207DH,8.75,20.22,17.01,0.0%,0.0,17.01,Unknown,2
2024-02-16 19:28:00,G227NB,G13DB,6.751,17.1,14.41,0.0%,0.0,14.41,Card,1
2024-02-16 20:03:00,G38LQ,G227UE,7.485,18.47,15.44,0.0%,0.0,15.44,Card,2
2024-02-16 20:10:22,G49HA,G134HW,7.562,19.8,15.97,5.0%,0.8,16.77,Card,2
2024-02-16 20:12:45,G415LP,G132PL,9.396,16.7,16.25,0.0%,0.0,16.25,Card,1
2024-02-16 20:20:24,G12QA,G403HG,5.067,17.98,13.45,5.0%,0.67,14.12,Card,1
2024-02-16 20:45:53,G312JD,G214NQ,4.054,10.05,9.89,0.0%,0.0,9.89,Card,1
2024-02-16 20:49:28,G27DN,G404TQ,9.31,13.75,15.14,10.0%,1.51,16.65,Card,1
2024-02-16 21:04:41,G225PG,G157NP,10.304,20.55,18.29,0.0%,0.0,18.29,Card,1
2024-02-16 21:16:53,G156LU,G11XW,9.265,27.05,19.81,0.0%,0.0,19.81,Card,1
2024-02-16 21:19:22,G413AN,G158AR,16.048,29.17,25.64,5.0%,1.28,26.92,Card,1
2024-02-16 21:27:51,G158DJ,G214TP,12.949,30.55,23.81,0.0%,0.0,23.81,Card,1
2024-02-16 21:36:57,G131GA,G134HZ,3.718,9.45,9.43,10.0%,0.94,10.37,Card,2
2024-02-16 21:46:01,G315ES,G429DH,6.664,20.08,15.39,0.0%,0.0,16.16,Unknown,1
2024-02-16 21:48:08,G513QA,G313BS,11.305,20.63,19.07,0.0%,0.0,19.07,Card,3
2024-02-16 21:53:55,G420JQ,G427HR,2.154,6.15,7.09,0.0%,0.0,7.44,Cash,1
2024-02-16 22:12:23,G40EF,G312BB,2.423,9.25,8.39,0.0%,0.0,8.39,Unknown,1
2024-02-16 22:42:16,G523HP,G117JH,5.384,11.03,11.24,0.0%,0.0,11.24,Card,1
2024-02-16 22:49:22,G133LX,G128EP,5.05,14.1,12.07,10.0%,1.21,13.28,Card,1
2024-02-16 22:57:25,G24TB,G211TJ,4.63,14.93,12.05,0.0%,0.0,12.05,Unknown,1
2024-02-16 23:01:57,G523RS,G129YB,7.65,16.37,15.92,0.0%,0.0,15.92,Unknown,1
2024-02-16 23:06:46,G511BU,G402TT,5.155,14.03,13.22,0.0%,0.0,13.22,Card,1
2024-02-16 23:06:54,G132EX,G207TY,5.288,13.72,13.21,0.0%,0.0,14.53,Unknown,2
2024-02-16 23:23:56,G134BB,G117JH,4.636,10.73,11.67,0.0%,0.0,11.67,Unknown,2
2024-02-16 23:29:01,G208HY,G29TJ,4.565,15.7,13.37,0.0%,0.0,13.37,Card,2
2024-02-16 23:43:01,G511SB,G58BG,3.092,7.88,9.5,0.0%,0.0,10.45,Cash,1
2024-02-17 00:12:51,G402DL,G512TL,5.868,16.62,14.67,0.0%,0.0,14.67,Unknown,1
2024-02-17 00:13:35,G140HT,G521PU,8.961,15.45,16.58,0.0%,0.0,16.58,Card,2
2024-02-17 00:14:13,G23AL,G402SQ,3.853,15.73,12.85,0.0%,0.0,12.85,Cash,1
2024-02-17 00:16:36,G312JF,G140TG,11.131,15.0,18.05,15.0%,2.71,20.76,Card,1
2024-02-17 00:17:57,G523NY,G524LW,3.061,6.78,9.09,10.0%,0.91,10.0,Card,2
2024-02-17 00:19:55,G428DD,G523AL,6.891,17.65,15.8,5.0%,0.79,16.59,Card,1
2024-02-17 00:45:22,G117LS,G14PR,5.797,11.98,12.98,0.0%,0.0,12.98,Card,1
2024-02-17 00:59:33,G512YS,G131NJ,5.778,11.13,12.67,0.0%,0.0,12.67,Card,2
2024-02-17 01:33:35,G129JR,G50LB,8.756,22.0,18.74,5.0%,0.94,19.68,Card,2
2024-02-17 01:36:34,G523LZ,G427QR,14.051,19.08,21.68,0.0%,0.0,21.68,Card,1
2024-02-17 01:39:05,G401LT,G37DX,6.565,12.65,13.79,0.0%,0.0,13.79,Card,1
2024-02-17 01:48:00,G128LP,G213EG,7.769,21.02,17.65,0.0%,0.0,17.65,Card,2
2024-02-17 01:52:00,G415DT,G157NR,14.836,25.83,24.65,0.0%,0.0,27.11,Cash,1
2024-02-17 01:59:36,G120QH,G314SH,11.334,27.07,22.47,0.0%,0.0,22.47,Card,1
2024-02-17 02:05:42,G149DD,G314PW,12.722,24.37,22.55,0.0%,0.0,22.55,Cash,1
2024-02-17 03:55:14,G133LX,G206HY,5.834,16.7,14.68,0.0%,0.0,14.68,Card,2
2024-02-17 04:06:09,G513QE,G157AB,10.506,20.03,19.36,5.0%,0.97,20.33,Card,1
2024-02-17 05:03:56,G128BZ,G40UY,4.971,17.62,14.35,5.0%,0.72,15.07,Card,1
2024-02-17 05:06:18,G209QR,G420AE,10.36,21.75,19.86,0.0%,0.0,21.85,Cash,1
2024-02-17 05:15:47,G226BL,G134QN,10.652,26.9,21.89,0.0%,0.0,21.89,Card,2
2024-02-17 05:32:19,G131QJ,G212DT,9.906,27.83,21.66,0.0%,0.0,21.66,Card,3
2024-02-17 05:33:43,G24NB,G115EB,3.357,12.02,11.16,0.0%,0.0,11.16,Card,2
2024-02-17 05:34:36,G129LW,G115JD,1.123,6.33,7.48,5.0%,0.37,7.85,Card,1
2024-02-17 05:39:14,G226BD,G226NG,2.69,5.82,8.47,5.0%,0.42,8.89,Card,1
2024-02-17 05:46:19,G523JZ,G315LT,16.493,23.13,24.94,5.0%,1.25,26.19,Card,1
2024-02-17 05:49:07,G27EQ,G11GA,2.844,13.5,11.3,0.0%,0.0,11.3,Card,1
2024-02-17 05:51:34,G313PD,G402AF,3.071,9.25,9.97,15.0%,1.5,11.47,Card,1
2024-02-17 05:53:47,G214YG,G312LT,4.998,12.72,12.64,0.0%,0.0,12.64,Cash,1
2024-02-17 06:11:04,G214AB,G522ES,11.619,13.18,16.67,0.0%,0.0,16.67,Card,2
2024-02-17 06:29:52,G206AA,G23NX,4.414,14.23,11.64,5.0%,0.58,12.22,Card,1
2024-02-17 07:04:26,G116QP,G14NH,6.2,26.28,17.24,0.0%,0.0,17.24,Card,1
2024-02-17 07:18:55,G513EF,G133NY,6.207,25.67,17.03,10.0%,1.7,18.73,Card,2
2024-02-17 07:29:59,G158ER,G513EY,9.848,29.1,20.97,10.0%,2.1,23.07,Card,1
2024-02-17 07:42:06,G522BZ,G402HW,9.623,32.55,22.02,0.0%,0.0,22.02,Card,1
2024-02-17 07:42:41,G25SG,G235NF,7.803,29.4,19.54,0.0%,0.0,21.49,Cash,2
2024-02-17 07:47:22,G211UH,G206TD,3.556,19.15,12.73,5.0%,0.64,13.37,Card,2
2024-02-17 07:52:05,G414PW,G11DQ,4.655,26.03,15.99,0.0%,0.0,15.99,Cash,1
2024-02-17 08:20:15,G511LX,G40DL,7.146,24.32,17.25,0.0%,0.0,17.25,Card,2
2024-02-17 08:45:39,G38RS,G58EL,3.975,22.08,14.08,0.0%,0.0,14.08,Unknown,3
2024-02-17 08:45:41,G25QY,G36NZ,0.952,13.37,8.74,0.0%,0.0,8.74,Card,1
2024-02-17 08:46:06,G200LE,G211EF,5.627,26.83,17.0,0.0%,0.0,17.0,Card,2
2024-02-17 09:29:18,G11LD,G37LU,3.111,26.72,15.07,0.0%,0.0,15.07,Unknown,2
2024-02-17 09:36:37,G401QG,G512DU,8.286,24.13,18.04,0.0%,0.0,19.84,Cash,2
2024-02-17 09:59:16,G208NE,G523BU,11.055,28.1,21.52,0.0%,0.0,21.52,Card,1
2024-02-17 10:20:41,G227EF,G403LY,8.209,20.4,16.66,0.0%,0.0,17.49,Cash,2
2024-02-17 10:41:38,G312PR,G50AU,3.65,11.93,10.25,15.0%,1.54,11.79,Card,2
2024-02-17 11:13:34,G514DD,G214YS,12.542,23.52,21.02,5.0%,1.05,22.07,Card,1
2024-02-17 11:15:16,G149JT,G412NS,8.673,14.78,15.03,0.0%,0.0,15.03,Card,1
2024-02-17 11:20:35,G116RZ,G140BY,3.791,7.95,8.95,0.0%,0.0,8.95,Card,2
2024-02-17 11:32:26,G59SZ,G412DU,2.072,6.5,7.15,5.0%,0.36,7.51,Card,1
2024-02-17 11:41:34,G134BU,G115BL,6.508,13.8,13.06,10.0%,1.31,14.37,Card,1
2024-02-17 12:01:40,G158PP,G131NN,5.913,12.15,12.03,0.0%,0.0,12.03,Card,1
2024-02-17 12:31:31,G149SZ,G314LS,12.921,24.77,21.74,0.0%,0.0,21.74,Card,1
2024-02-17 12:48:53,G412JE,G511EU,5.401,12.27,11.69,0.0%,0.0,12.27,Unknown,1
2024-02-17 12:54:15,G522JB,G38GD,8.575,13.43,14.48,0.0%,0.0,15.2,Unknown,1
2024-02-17 13:10:03,G212QF,G428BW,8.675,16.47,15.63,5.0%,0.78,16.41,Card,2
2024-02-17 13:47:39,G427NS,G36EU,5.059,12.3,11.44,0.0%,0.0,11.44,Card,1
2024-02-17 14:07:27,G513HE,G213TB,11.31,22.7,19.8,15.0%,2.97,22.77,Card,1
2024-02-17 15:03:20,G514HZ,G40AD,13.591,24.03,21.98,0.0%,0.0,21.98,Unknown,1
2024-02-17 15:22:00,G49EB,G420EA,8.028,13.18,13.98,0.0%,0.0,13.98,Card,2
2024-02-17 15:25:21,G149QR,G156QS,4.818,10.72,10.7,0.0%,0.0,11.24,Unknown,2
2024-02-17 15:28:45,G226SP,G40XY,4.621,10.0,10.3,0.0%,0.0,10.3,Card,1
2024-02-17 15:44:04,G131UQ,G24JR,7.877,13.75,14.07,0.0%,0.0,14.07,Cash,1
2024-02-17 15:48:49,G404BP,G36LN,7.088,14.0,13.56,0.0%,0.0,15.59,Unknown,1
2024-02-17 15:59:48,G120JA,G523RR,8.393,16.78,15.52,0.0%,0.0,15.52,Cash,1
2024-02-17 16:26:29,G428EP,G140AA,9.386,26.83,19.82,0.0%,0.0,20.81,Unknown,2
2024-02-17 16:35:03,G213TN,G140DN,11.957,29.88,22.83,5.0%,1.14,23.97,Card,2
2024-02-17 16:46:07,G38UD,G128RW,2.145,15.78,10.48,0.0%,0.0,10.48,Cash,2
